1,@USER ????? ? ?????? ??????,OFF
2,????? ????? ???????? ???? ??? ???? URL,NOT_OFF
3,@USER ???? ?????? ????? ????? ???? ?? ???? ???? ????? ????? ???????? ??? ?????? ??????? ???? ?????? ????,OFF
4,@USER ?? ???? ???? ???? ??<LF>?? ???? ??? ??,NOT_OFF
5,"#?????_???????<LF><LF>?? ????? :%90  ?? ???????? <LF>????? ???? ????? ???<LF>???? ??? ??? <LF>???? ??? ???<LF>???? ???? ???<LF>???? ??? ???<LF>??? ???? ???<LF>??????? ?????? ??? ???<LF>???????? ????? ???? ???? ???? ?? ?????/??<LF>??? ???? ??? ""???"" ?? ?? ???? ????????<LF>??? ????? ???? ????? ??? ??????? ???????",NOT_OFF
6,?????? ?????? ?? ??? ????????? URL,NOT_OFF
7,@USER ???? ??????,NOT_OFF
8,#????_??????? ???? ?????? ?? ??????? ?????? ???????? ????????????? ?????????????????????????? ?????? ??????? ?????? URL,NOT_OFF
9,???? ???? ?????? ?????? ???? #????_???????,OFF
10,@USER ???? ? ???? ??? ??? ???? ??,OFF
11,@USER ???? ??? ??? ???? ???? ??????? ??????? ??? ?? ?????? ???? ???? ????? ???? ?? ???? ???? ????,OFF
12,@USER ??? ???? ?? ??? ??????? ????? ????? ?????? ????? ????? ?????? ?? ????? ???? ???? ??????<LF>??? ??? ???? ???? ????? ???? ?????? ??? ???? ????????????,OFF
13,@USER ???? ??,NOT_OFF
14,"RT @USER ?????? ???? #?????_????? ?? ???? ???? ????????.<LF>??????? ???? ???? ????? ????? ??????? ?????? ??? ?????.<LF>""????? ????: ???…",OFF
15,RT @USER ?? ????? ?? ?????? ????? ??? ?????? ????? ???? ???????,NOT_OFF
16,@USER ??? ???? ?<LF>??? ????? ?? ??????? ?? ??? ???? ????? ????? ???? ??? ?? ?<LF>?????? ?? ???? ?????? ??????? ????<LF>???? ???? ??,NOT_OFF
17,@USER ??? ?? ??? ?????? ?? ??? ???? ??????? ????? ??? ????? ???????????? ??????,NOT_OFF
18,@USER LOL <LF>????? ??? ??????. <LF>?? ??? ??? ??? ?? ????? ???? ???<LF>?? ??? ????? ??? ?? ???? ??,NOT_OFF
19,???????????????? ????? ???? ???????? #EleminationChamber URL,NOT_OFF
20,@USER ?? ??? ???? ???? ???? ?????? ???? ???????? ?? ???? ????,NOT_OFF
21,@USER ???? ????? ????????????,NOT_OFF
22,???? ?????? ????? ??????? ??? ?????? ????? ????? ?? ??  #????_???????,OFF
23,?????<LF><LF>????<LF><LF>?? ???????? ????? ????? ?????? ??????? ?????? ??????????. ????<LF>       <LF>   ?•   _______________?<LF>???????? ??<LF><LF>  ???? URL,NOT_OFF
24,@USER ???????? .. ????  ??? ??? ???? ?? ????? ???? ????<LF>?? ?? ??? ??? ???????? URL,NOT_OFF
25,@USER ????? ???? ??????? ??? ???? ?????? ???? ???? ?????? ??,NOT_OFF
26,????? ????? ???? ???? ????? ? ????? ???? ??? ?????? ???? ??? ??? ???? ??????? ????? ??? ???? ? ????? ?????? ??? ??????? ?? ???????? ???? ??? ????? ????,OFF
27,@USER ??? ??? ???? ??? ?????? ?? ? ???? <LF>?????? ??? ??? !!!!! ??? ?????? ? ???? ??? ????,NOT_OFF
28,????? ????? ????? ????? ???? ??? ? ?????? ??,NOT_OFF
29,????? ????? ???? ?? ???? ....???????????? URL,NOT_OFF
30,RT @USER #????_????? ??!!!<LF><LF>?? ???? ??? ?? ???????? <LF>( ???? ) ??<LF>????? ???? ????? ????? ????????? <LF>??????? <LF> ??? ???? ????? ?????? ???…,OFF
31,RT @USER ???? ????? ????????<LF>?? ????<LF><LF>???? ??? ????? <LF>???? ?? ??????? <LF>?????????? URL,OFF
32,"??? ???? ??? ??? ????<LF>????? "" ??? ?????? ???????? "" !<LF><LF>???? ? ??????<LF>? URL",NOT_OFF
33,RT @USER #?????_??????_?????_???????<LF>?????? ??????<LF>????? ???????<LF>?????? ????? ????<LF>?????????? ?? ???<LF>?? ???????<LF> ?? #???_???_??????<LF>??…,NOT_OFF
34,??????? @USER ??? ? ??? ??????? ? <LF>@USER  ??? ??? ???? ????? ????? ???? ????,NOT_OFF
35,@USER ??? ?? ????? ???? ??????? ??,NOT_OFF
36,???? ?? ?? ?????? ???? ?? ????? ????? ?????? ??????? ????? ????? ???? ??? ?????? ???? ???? ????? ???? ????? ?? ???? ????? ??? ?? ???? ????? ????? ??? ?????? ??????,NOT_OFF
37,@USER ????,NOT_OFF
38,@USER ??????? ? ???? ???? ????? ?? ?????? ??? ??????????????????????????,NOT_OFF
39,@USER ????? ???? ? ? ???? ??? ?! ??????????,NOT_OFF
40,@USER ?????? ??,NOT_OFF
41,@USER ???? ?? ?? ????? ??? ?????? ??? ????? ?????? ??? ? ???? ????? ???? ??????????????????????????????????,OFF
42,@USER ???? ??? ???? ?? ??? ?? ?????????,NOT_OFF
43,@USER ??? ?????? ?? ????? ??? ?? ???? ????,NOT_OFF
44,@USER ???? ????? ???????????,NOT_OFF
45,RT @USER #????_???????<LF>??? ????? ????? ??? ??????? ..<LF>????? ?????? ?? ??????...??<LF>????? ?????? ?? ??????..??,NOT_OFF
46,@USER ??? ?? ??? ????? ???? ??????,NOT_OFF
47,RT @USER ????? ???? ??? ???? ? ???? ?????? ??<LF>? ??? ???? ? ?? ?????? ??<LF>???????? ???? ???? ??<LF> #EXOL #BestFan…,NOT_OFF
48,@USER ??? ????,NOT_OFF
49,?? ???? ???? ????????,NOT_OFF
50,@USER ????? ???? ?????? ??? ??????? ????? ??????????????????????????,OFF
51,RT @USER ??? ?? ????? ?? ????????????<LF>??? ?? ???? ?????? ????? ?? ??????? ???????,OFF
52,RT @USER ???? ?? ??? ????? ??<LF><LF>???? ?? ???? ???? ??? ?????? ?????? <LF><LF>????? ???? ????? ? ????<LF><LF>?? ? ????? :<LF>???? ?? ???? ...<LF> <LF>???? ???? ??…,OFF
53,@USER ???????? ??????? ????,NOT_OFF
54,????? ???? ??????                                                     ????? ?? ???? 31 ??? ??,NOT_OFF
55,??????? ??,NOT_OFF
56,@USER ???? ????? ??? ???? ??? ???? ??? ???? ?? ????? ????? ?????? ??????? ???? ????? ???? ?? ????? ?? ??????? ????? ?? ??? ????? ???? ??? ??? ?????? ???? ??????? ????? ????? ??????? ??? ????? ???? ????? ?? ???? ???? ??? ????? ??? ????? ??????????,OFF
57,#????_??????? ??? ??? ????????? ?????,OFF
58,??????? ?? ????? ?????? ???? ???? ???? ??????????????????????,NOT_OFF
59,#????_??????? <LF><LF>???? ?????? ??????? ??? ??????? ??,OFF
60,#????_??????? ? ???? ?? ?? ???? ???? ????? <LF><LF>????? ???? ??????? ??? ??? ???? ???????? ?????? ????<LF><LF>( ??? ???????? ??? ?????? ???? ???????? ??????? ??????? ),OFF
61,@USER ??? ???? ??? ??,NOT_OFF
62,@USER ??? ?? ??? ????,NOT_OFF
63,@USER ??? ?? ??? ????? ???????????,NOT_OFF
64,@USER ??? ????,OFF
65,??? ???? ??????? ???? ???? ??<LF>?? ???? ??????? ????? ?????? ??????? ???? ??????? <LF><LF> #????_???????,OFF
66,@USER ????? ????,OFF
67,??? ??????? ???? ????????? ??????? ???? ??? ?? ????? ???? ????? ????? (? ? ???),NOT_OFF
68,@USER ?? ?? ??? ??????,NOT_OFF
69,????? ?????? <LF>??? ?????? ?????? <LF>????? ??????? ?? ??? ??????? ???? ?????? <LF>?????? ????? ???? ?????????? ?? ??? ?? ????? ??,NOT_OFF
70,@USER ?? ???? ???? ???????????????????,NOT_OFF
71,RT @USER ?????? ???? ????? ????? ?????? ??????? ??????? ????? ?????? ? ????? ??????? ???? ??????,NOT_OFF
72,RT @USER ??? ??? ? ?????? ? ??? ???? ????????????? URL,NOT_OFF
73,?? ???? ?????? ???? URL,NOT_OFF
74,@USER ??????? ???? ???? ??????? ??????? ??? ??? ??,NOT_OFF
75,RT @USER ?????? ??? ????? ?????? ????? ???? ???? ???? ?????????,NOT_OFF
76,???? ?? ??? ??????? ???? ???? ??????? ??,NOT_OFF
77,#????_??????? <LF>???? ?????? ??????? ???????? ??? ???? ????? ..????? + ??? ???? ?? ???? ?? ???? ???? ??? ??????? ??? ?????? ??? ????? ????,OFF
78,@USER ?? ?? ??,NOT_OFF
79,@USER ???????? ?????? ?????? ????,NOT_OFF
80,@USER ??? ??????? ?? ? ?? ?? ?? ??,NOT_OFF
